instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
274,2011-10-01,4,0,10,0,6,0,2,16.81,20.64315,29.2296,19.583832,480,1949,2429
275,2011-10-02,4,0,10,0,0,0,2,14.623347,17.26585,22.2013,14.874871,616,2302,2918
276,2011-10-03,4,0,10,0,1,1,2,15.750847,19.6023,8.33458,5.5841686,330,3240,3570
277,2011-10-04,4,0,10,0,2,1,1,19.850847,23.6429,20.5854,13.792218,486,3970,4456
278,2011-10-05,4,0,10,0,3,1,1,22.071653,26.3569,17.725,11.87575,559,4267,4826
279,2011-10-06,4,0,10,0,4,1,1,20.260847,24.02125,13.4954,9.041918,639,4126,4765
280,2011-10-07,4,0,10,0,5,1,1,20.944153,25.2202,2.23917,1.5002439,949,4036,4985
281,2011-10-08,4,0,10,0,6,0,1,21.388347,25.6621,4.54042,3.0420814,2235,3174,5409
282,2011-10-09,4,0,10,0,0,0,1,22.174153,26.19915,6.345,4.25115,2397,3114,5511
283,2011-10-10,4,0,10,1,1,0,1,23.404153,27.14625,4.23042,2.8343814,1514,3603,5117
284,2011-10-11,4,0,10,0,2,1,2,23.233347,27.3048,14.3042,9.583814,667,3896,4563
285,2011-10-12,4,0,10,0,3,1,3,22.276653,25.88585,24.815,16.62605,217,2199,2416
286,2011-10-13,4,0,10,0,4,1,2,24.155847,27.5902,14.1787,9.499729,290,2623,2913
287,2011-10-14,4,0,10,0,5,1,2,22.584153,26.48375,22.3883,15.000161,529,3115,3644
288,2011-10-15,4,0,10,0,6,0,1,20.773347,24.93625,25.8083,17.291561,1899,3318,5217
289,2011-10-16,4,0,10,0,0,0,1,20.978347,25.1577,28.1717,18.875039,1748,3293,5041
290,2011-10-17,4,0,10,0,1,1,1,21.900847,25.53625,17.5379,11.750393,713,3857,4570
291,2011-10-18,4,0,10,0,2,1,2,21.8325,26.13605,11.0087,7.375829,637,4111,4748
292,2011-10-19,4,0,10,0,3,1,3,22.211299,25.6924,24.3339,16.303713,254,2170,2424
293,2011-10-20,4,0,10,0,4,1,1,19.509153,23.32625,42.2275,28.292425,471,3724,4195
294,2011-10-21,4,0,10,0,5,1,1,17.5275,21.1798,22.1396,14.833532,676,3628,4304
295,2011-10-22,4,0,10,0,6,0,1,17.3225,21.2746,9.26667,6.2086689,1499,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,17.288347,21.11665,9.95125,6.6673375,1619,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,18.996653,22.85335,11.8792,7.959064,699,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,19.338347,23.16875,16.6658,11.166086,695,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,19.850847,23.6423,14.8642,9.959014,404,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,19.27,22.8523,19.7763,13.250121,240,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,13.564153,15.9406,22.9479,15.375093,456,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,10.420847,11.39565,35.1371,23.541857,57,570,627
303,2011-10-30,4,0,10,0,0,0,1,13.085847,16.06645,17.6617,11.833339,885,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,13.94,17.80315,10.635,7.12545,362,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,16.434153,19.8544,13.5571,9.083257,410,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,15.4775,19.50665,8.20917,5.5001439,370,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,16.741653,20.29605,13.6817,9.166739,318,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,16.536653,20.1696,27.1779,18.209193,470,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,13.393347,16.1927,18.9062,12.667154,1156,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,14.281653,18.1179,9.20542,6.1676314,952,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,16.195,20.04355,5.7225,3.834075,373,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,16.741653,20.6123,6.90375,4.6255125,376,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,16.4,20.45395,6.21958,4.1671186,305,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,15.58,18.68605,18.9067,12.667489,190,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,13.290847,15.34085,31.4675,21.083225,440,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,14.623347,17.8971,21.2062,14.208154,1275,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,18.074153,21.5275,28.1721,18.875307,1004,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,21.73,26.2306,30.6596,20.541932,595,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,21.73,25.37895,19.9633,13.375411,449,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,18.723347,22.5994,13.6829,9.167543,145,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,14.008347,16.16105,30.5362,20.459254,139,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,11.240847,13.63605,16.8533,11.291711,245,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,13.495847,16.22415,22.4496,15.041232,943,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,18.996653,22.8529,18.595,12.45865,787,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,18.3475,22.2531,13.8054,9.249618,220,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,17.083347,21.0848,11.8792,7.959064,69,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,18.074153,21.52685,33.5825,22.500275,112,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,15.306653,18.62355,16.7304,11.209368,560,935,1495
329,2011-11-25,4,0,11,0,5,1,1,15.375,19.03355,9.88958,6.6260186,1095,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,15.409153,19.25435,6.84208,4.5841936,1249,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,18.825847,22.79,20.8954,13.999918,810,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,20.642598,24.5061,14.2122,9.522174,253,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,18.791653,22.56875,25.8092,17.292164,96,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,13.325,15.56105,27.1158,18.167586,188,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,12.8125,15.2777,22.0158,14.750586,182,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,12.880847,16.57165,10.0754,6.750518,268,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,12.265847,15.5302,9.57833,6.4174811,706,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,13.564153,17.455,8.39583,5.6252061,634,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,15.819153,19.69625,6.22083,4.1679561,233,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,18.9625,22.82,23.2583,15.583061,126,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,16.81,20.0123,26.6175,17.833725,50,655,705
342,2011-12-08,4,0,12,0,4,1,1,10.899153,12.8469,24.0058,16.083886,150,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,11.924153,15.8771,8.27167,5.5420189,261,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,11.275,13.3206,23.3221,15.625807,502,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,9.054153,12.6577,6.65417,4.4582939,377,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,9.771653,13.5098,6.345,4.25115,143,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,11.5825,15.0569,14.055,9.41685,155,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,13.0175,16.9181,6.09583,4.0842061,178,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,17.3225,20.61185,26.8042,17.958814,181,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,15.375,17.99125,26.0575,17.458525,178,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,10.591653,12.46855,24.3167,16.292189,275,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,9.771653,12.27895,16.9779,11.375193,220,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,11.343347,14.04665,17.2896,11.584032,260,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,15.819153,19.8227,6.15708,4.1252436,216,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,17.561653,21.40085,22.14,14.8338,107,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,17.356653,21.30605,4.7275,3.167425,227,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,15.306653,18.87565,27.4246,18.374482,163,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,12.4025,14.9621,19.0304,12.750368,155,856,1011
359,2011-12-25,1,0,12,0,0,0,1,11.266103,13.99805,15.5091,10.391097,303,451,754
360,2011-12-26,1,0,12,1,1,0,1,13.191299,15.77675,23.9465,16.044155,430,887,1317
361,2011-12-27,1,0,12,0,2,1,2,13.325,16.38165,18.845,12.62615,103,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,12.26433,13.9987,29.3961,19.695387,255,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,10.181653,13.1946,11.9412,8.000604,254,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,12.778347,15.9406,13.4337,9.000579,491,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,16.81,20.70605,22.0154,14.750318,665,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,15.17,18.78105,19.2167,12.875189,686,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,11.194763,12.6152,32.9665,22.087555,244,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,6.15,6.31375,36.5671,24.499957,89,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,4.4075,5.96685,18.47,12.3749,95,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,10.899153,13.9206,12.9987,8.709129,140,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,13.700847,17.01335,16.7908,11.249836,307,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,16.126653,19.53895,17.4758,11.708786,1070,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,13.8375,17.0129,19.1542,12.833314,599,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,9.190847,12.37395,9.89,6.6263,106,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,12.656536,15.9413,18.7552,12.565984,173,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,11.240847,14.14105,13.1221,8.791807,92,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,15.6825,19.0969,18.0967,12.124789,269,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,11.240847,12.4681,37.8108,25.333236,174,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,7.38,9.15435,18.7183,12.541261,333,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,6.833347,8.08125,25.1258,16.834286,284,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,7.79,9.53315,23.1358,15.500986,217,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,15.294763,18.2139,34.913,23.39171,127,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,12.436653,13.7627,41.5429,27.833743,109,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,7.79,9.5019,22.0158,14.750586,130,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,8.9175,11.0479,20.275,13.58425,115,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,7.106653,8.74375,22.2642,14.917014,67,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,6.6625,8.1125,19.9638,13.375746,196,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,8.951653,12.1529,11.0708,7.417436,145,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,14.0425,17.4554,12.3767,8.292389,439,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,12.060847,14.74105,16.1071,10.791757,467,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,14.008347,17.8025,7.33958,4.9175186,244,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,17.425,20.76915,34.2667,22.958689,269,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,12.949153,16.31895,21.0829,14.125543,775,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,11.5825,13.63605,24.005,16.08335,558,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,11.035847,13.13125,21.5792,14.458064,126,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,15.99,19.06585,26.1817,17.541739,324,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,19.235847,23.3269,18.9067,12.667489,304,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,16.365847,19.94855,18.7187,12.541529,190,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,12.846653,15.4673,17.8496,11.959232,310,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,10.830847,13.63625,12.1896,8.167032,384,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,10.899153,13.22605,17.5996,11.791732,318,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,11.586969,14.8213,15.38,10.3046,206,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,14.520847,18.0552,14.7379,9.874393,199,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,10.523347,13.32105,13.3721,8.959307,109,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,10.865,13.0994,19.4037,13.000479,163,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,11.514153,14.6779,11.6929,7.834243,227,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,9.190847,10.54335,28.9796,19.416332,192,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,5.2275,5.0829,40.9212,27.417204,73,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,9.1225,11.39565,16.7283,11.207961,94,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,13.085847,16.6973,14.1179,9.458993,135,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,14.281653,17.58145,18.16,12.1672,141,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,12.983347,16.5081,9.1425,6.125475,74,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,14.076653,17.58145,20.5846,13.791682,349,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,14.213347,17.77125,19.0929,12.792243,1435,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,11.48,13.2894,25.3112,16.958504,618,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,11.48,13.66955,22.9083,15.348561,502,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,11.800866,14.75565,20.5717,13.783039,163,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,16.229153,19.63335,23.4471,15.709557,394,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,18.620847,22.2223,19.0913,12.791171,516,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,16.7075,20.54855,23.7567,15.916989,246,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,11.924153,12.78375,42.1642,28.250014,317,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,11.445847,13.4154,20.5229,13.750343,515,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,15.033347,17.8977,26.8033,17.958211,253,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,14.725847,17.67625,19.3417,12.958939,229,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,14.118268,17.4235,17.9117,12.000839,65,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,19.919153,23.76855,22.6987,15.208129,325,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,14.486653,17.9921,14.4904,9.708568,246,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,16.980847,20.6746,16.1079,10.792293,956,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,13.359153,15.15105,33.4571,22.416257,710,2713,3423
430,2012-03-05,1,1,3,0,1,1,1,9.976653,12.05855,22.8858,15.333486,203,3130,3333
431,2012-03-06,1,1,3,0,2,1,1,10.591653,12.7521,20.0875,13.458625,221,3735,3956
432,2012-03-07,1,1,3,0,3,1,1,16.570847,19.255,34.5779,23.167193,432,4484,4916
433,2012-03-08,1,1,3,0,4,1,1,21.6275,26.2302,44.1563,29.584721,486,4896,5382
434,2012-03-09,1,1,3,0,5,1,2,16.844153,19.85415,41.48,27.7916,447,4122,4569
435,2012-03-10,1,1,3,0,6,0,1,11.7875,13.88835,22.575,15.12525,968,3150,4118
436,2012-03-11,1,1,3,0,0,0,1,14.831299,17.9835,22.2587,14.913329,1658,3253,4911
437,2012-03-12,1,1,3,0,1,1,1,19.133347,22.9796,20.7713,13.916771,838,4460,5298
438,2012-03-13,1,1,3,0,2,1,1,23.165,27.14645,23.695,15.87565,762,5085,5847
439,2012-03-14,1,1,3,0,3,1,1,23.4725,27.43085,11.5062,7.709154,997,5315,6312
440,2012-03-15,1,1,3,0,4,1,1,22.8575,26.64125,14.9883,10.042161,1005,5187,6192
441,2012-03-16,1,1,3,0,5,1,2,17.869153,21.81145,11.3192,7.583864,548,3830,4378
442,2012-03-17,1,1,3,0,6,0,2,21.080847,25.2523,11.0704,7.417168,3155,4681,7836
443,2012-03-18,1,1,3,0,0,0,2,19.3725,23.2,12.6883,8.501161,2207,3685,5892
444,2012-03-19,1,1,3,0,1,1,1,22.345,26.64105,16.2317,10.875239,982,5171,6153
445,2012-03-20,1,1,3,0,2,1,1,22.994153,26.92665,12.1271,8.125157,1051,5042,6093
446,2012-03-21,2,1,3,0,3,1,2,21.798347,25.6629,8.95583,6.0004061,1122,5108,6230
447,2012-03-22,2,1,3,0,4,1,1,22.720847,26.57835,11.7562,7.876654,1334,5537,6871
448,2012-03-23,2,1,3,0,5,1,2,24.668347,28.50335,11.63,7.7921,2469,5893,8362
449,2012-03-24,2,1,3,0,6,0,2,20.6025,24.33665,19.2783,12.916461,1033,2339,3372
450,2012-03-25,2,1,3,0,0,0,2,17.9375,21.8744,22.0775,14.791925,1532,3464,4996
451,2012-03-26,2,1,3,0,1,1,1,18.279153,21.9375,38.6821,25.917007,795,4763,5558
452,2012-03-27,2,1,3,0,2,1,1,13.256653,15.7827,18.7192,12.541864,531,4571,5102
453,2012-03-28,2,1,3,0,3,1,1,19.850847,23.5475,29.1671,19.541957,674,5024,5698
454,2012-03-29,2,1,3,0,4,1,1,20.260847,24.1152,31.965,21.41655,834,5299,6133
455,2012-03-30,2,1,3,0,5,1,2,15.17,18.78105,13.8067,9.250489,796,4663,5459
456,2012-03-31,2,1,3,0,6,0,2,17.390847,21.0854,25.0617,16.791339,2301,3934,6235
457,2012-04-01,2,1,4,0,0,0,2,17.459153,20.86435,17.2267,11.541889,2347,3694,6041
458,2012-04-02,2,1,4,0,1,1,1,17.790433,21.37565,31.2139,20.913313,1208,4728,5936
459,2012-04-03,2,1,4,0,2,1,1,19.133347,23.07415,10.0133,6.708911,1348,5424,6772
460,2012-04-04,2,1,4,0,3,1,1,22.208347,26.6725,18.0975,12.125325,1058,5378,6436
461,2012-04-05,2,1,4,0,4,1,1,17.835,21.55815,21.9529,14.708443,1192,5265,6457
462,2012-04-06,2,1,4,0,5,1,1,16.536653,19.53835,30.0388,20.125996,1807,4653,6460
463,2012-04-07,2,1,4,0,6,0,1,17.9375,21.30645,27.4871,18.416357,3252,3605,6857
464,2012-04-08,2,1,4,0,0,0,1,20.5,24.62125,23.2596,15.583932,2230,2939,5169
465,2012-04-09,2,1,4,0,1,1,1,20.055847,23.8319,35.8196,23.999132,905,4680,5585
466,2012-04-10,2,1,4,0,2,1,1,18.313347,21.81165,24.9375,16.708125,819,5099,5918
467,2012-04-11,2,1,4,0,3,1,1,14.296536,16.8637,29.5274,19.783358,482,4380,4862
468,2012-04-12,2,1,4,0,4,1,1,16.2975,19.3802,29.0429,19.458743,663,4746,5409
469,2012-04-13,2,1,4,0,5,1,1,18.1425,21.5904,15.5471,10.416557,1252,5146,6398
470,2012-04-14,2,1,4,0,6,0,1,20.295,24.3998,19.0917,12.791439,2795,4665,7460
471,2012-04-15,2,1,4,0,0,0,1,24.873347,28.69375,22.5129,15.083643,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0,1,27.230847,30.74625,28.4829,19.083543,1198,5172,6370
473,2012-04-17,2,1,4,0,2,1,1,24.941653,29.92435,27.3629,18.333143,989,5702,6691
474,2012-04-18,2,1,4,0,3,1,2,18.996653,22.8519,16.7912,11.250104,347,4020,4367
475,2012-04-19,2,1,4,0,4,1,1,20.431653,24.6523,6.59292,4.4172564,846,5719,6565
476,2012-04-20,2,1,4,0,5,1,1,21.593347,25.78875,14.9871,10.041357,1340,5950,7290
477,2012-04-21,2,1,4,0,6,0,1,23.37,27.14605,28.3587,19.000329,2541,4083,6624
478,2012-04-22,2,1,4,0,0,0,3,16.263347,19.4752,34.4546,23.084582,120,907,1027
479,2012-04-23,2,1,4,0,1,1,2,13.188347,15.05625,30.3496,20.334232,195,3019,3214
480,2012-04-24,2,1,4,0,2,1,1,16.946653,20.26415,24.9383,16.708661,518,5115,5633
481,2012-04-25,2,1,4,0,3,1,1,19.543347,23.51585,11.8792,7.959064,655,5541,6196
482,2012-04-26,2,1,4,0,4,1,2,20.431653,24.17915,17.6625,11.833875,475,4551,5026
483,2012-04-27,2,1,4,0,5,1,1,18.7575,22.63185,34.7633,23.291411,1014,5219,6233
484,2012-04-28,2,1,4,0,6,0,2,15.443347,18.8752,12.9975,8.708325,1120,3100,4220
485,2012-04-29,2,1,4,0,0,0,1,18.791653,22.50605,11.6908,7.832836,2229,4075,6304
486,2012-04-30,2,1,4,0,1,1,2,19.030847,22.8848,17.1638,11.499746,665,4907,5572
487,2012-05-01,2,1,5,0,2,1,2,25.146653,28.85105,15.6096,10.458432,653,5087,5740
488,2012-05-02,2,1,5,0,3,1,1,23.130847,26.8948,13.8058,9.249886,667,5502,6169
489,2012-05-03,2,1,5,0,4,1,2,22.96,26.8621,13.3696,8.957632,764,5657,6421
490,2012-05-04,2,1,5,0,5,1,1,25.7275,29.54585,16.2938,10.916846,1069,5227,6296
491,2012-05-05,2,1,5,0,6,0,2,25.488347,29.2304,15.2992,10.250464,2496,4387,6883
492,2012-05-06,2,1,5,0,0,0,2,23.0625,27.33685,14.9879,10.041893,2135,4224,6359
493,2012-05-07,2,1,5,0,1,1,2,22.0375,26.3571,23.0721,15.458307,1008,5265,6273
494,2012-05-08,2,1,5,0,2,1,2,23.848347,27.87355,29.6029,19.833943,738,4990,5728
495,2012-05-09,2,1,5,0,3,1,2,23.575,27.65125,21.6412,14.499604,620,4097,4717
496,2012-05-10,2,1,5,0,4,1,1,20.739153,24.58915,31.4063,21.042221,1026,5546,6572
497,2012-05-11,2,1,5,0,5,1,1,21.866653,26.04165,23.6937,15.874779,1319,5711,7030
498,2012-05-12,2,1,5,0,6,0,1,23.130847,27.24085,12.3133,8.249911,2622,4807,7429
499,2012-05-13,2,1,5,0,0,0,1,25.1125,29.2619,22.5117,15.082839,2172,3946,6118
500,2012-05-14,2,1,5,0,1,1,2,23.506653,27.495,21.2692,14.250364,342,2501,2843
501,2012-05-15,2,1,5,0,2,1,2,25.078347,28.8202,14.7392,9.875264,625,4490,5115
502,2012-05-16,2,1,5,0,3,1,1,26.103347,29.79875,12.2512,8.208304,991,6433,7424
503,2012-05-17,2,1,5,0,4,1,1,24.326653,28.63065,22.9475,15.374825,1242,6142,7384
504,2012-05-18,2,1,5,0,5,1,1,23.130847,27.55605,13.6817,9.166739,1521,6118,7639
505,2012-05-19,2,1,5,0,6,0,1,24.6,28.3454,8.3975,5.626325,3410,4884,8294
506,2012-05-20,2,1,5,0,0,0,1,25.454153,29.19835,25.4367,17.042589,2704,4425,7129
507,2012-05-21,2,1,5,0,1,1,2,24.531653,28.28335,23.3204,15.624668,630,3729,4359
508,2012-05-22,2,1,5,0,2,1,2,25.215,29.04125,11.8167,7.917189,819,5254,6073
509,2012-05-23,2,1,5,0,3,1,2,25.488347,29.2306,10.2,6.834,766,4494,5260
510,2012-05-24,2,1,5,0,4,1,1,26.855,30.335,17.2896,11.584032,1059,5711,6770
511,2012-05-25,2,1,5,0,5,1,1,27.88,31.37645,14.055,9.41685,1417,5317,6734
512,2012-05-26,2,1,5,0,6,0,1,28.3925,32.1348,19.8992,13.332464,2855,3681,6536
513,2012-05-27,2,1,5,0,0,0,1,28.29,32.07125,21.5171,14.416457,3283,3308,6591
514,2012-05-28,2,1,5,1,1,0,1,29.2125,33.965,19.6521,13.166907,2557,3486,6043
515,2012-05-29,2,1,5,0,2,1,1,29.6225,33.6496,29.54,19.7918,880,4863,5743
516,2012-05-30,2,1,5,0,3,1,2,26.923347,30.55645,13.4329,9.000043,745,6110,6855
517,2012-05-31,2,1,5,0,4,1,1,27.88,31.56645,19.5279,13.083693,1100,6238,7338
518,2012-06-01,2,1,6,0,5,1,2,26.820847,30.3981,23.7563,15.916721,533,3594,4127
519,2012-06-02,2,1,6,0,6,0,1,23.916653,28.3144,18.6562,12.499654,2795,5325,8120
520,2012-06-03,2,1,6,0,0,0,1,24.7025,28.75665,18.4087,12.333829,2494,5147,7641
521,2012-06-04,2,1,6,0,1,1,1,24.4975,28.91415,28.4833,19.083811,1071,5927,6998
522,2012-06-05,2,1,6,0,2,1,2,22.174153,26.2946,20.9575,14.041525,968,6033,7001
523,2012-06-06,2,1,6,0,3,1,1,22.720847,27.1146,7.7125,5.167375,1027,6028,7055
524,2012-06-07,2,1,6,0,4,1,1,24.7025,28.4721,15.735,10.54245,1038,6456,7494
525,2012-06-08,2,1,6,0,5,1,1,26.615847,29.8931,17.5383,11.750661,1488,6248,7736
526,2012-06-09,2,1,6,0,6,0,1,29.144153,32.41835,14.4287,9.667229,2708,4790,7498
527,2012-06-10,2,1,6,0,0,0,1,29.793347,33.17585,13.3721,8.959307,2224,4374,6598
528,2012-06-11,2,1,6,0,1,1,2,29.554153,32.98605,20.7713,13.916771,1017,5647,6664
529,2012-06-12,2,1,6,0,2,1,2,26.786653,29.89375,21.4546,14.374582,477,4495,4972
530,2012-06-13,2,1,6,0,3,1,1,26.889153,30.55585,34.3279,22.999693,1173,6248,7421
531,2012-06-14,2,1,6,0,4,1,1,26.581653,31.21915,25.3733,17.000111,1180,6183,7363
532,2012-06-15,2,1,6,0,5,1,1,26.205847,29.9877,17.6617,11.833339,1563,6102,7665
533,2012-06-16,2,1,6,0,6,0,1,25.898347,29.7354,16.6667,11.166689,2963,4739,7702
534,2012-06-17,2,1,6,0,0,0,1,24.2925,28.59875,14.4904,9.708568,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,23.301653,27.2421,17.4746,11.707982,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,28.221653,32.7346,14.8017,9.917139,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,32.0825,36.04875,11.3812,7.625404,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,33.039153,37.6271,11.8787,7.958729,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,31.8775,36.20605,18.2842,12.250414,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,29.998347,32.6396,17.9721,12.041307,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,30.476653,33.7127,14.5525,9.750175,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,29.349153,32.7021,30.0383,20.125661,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,25.864153,29.7352,34.7642,23.292014,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,28.5975,32.0396,27.1775,18.208925,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,30.715847,33.7756,17.165,11.50055,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,34.200847,39.33065,16.5417,11.082939,829,4634,5463
